,BPT,WHAN,Z_1,mass_stellar_percentile50,T_C_ISM_percentile16,T_C_ISM_percentile50,T_C_ISM_percentile84,T_W_BC_percentile16,T_W_BC_percentile50,T_W_BC_percentile84,SFR_0_1Gyr_percentile16,SFR_0_1Gyr_percentile50,SFR_0_1Gyr_percentile84,ager_percentile50,P100_flux,P100_fluxerr,SurfaceDensity,SurfaceDensityErr,SurfaceDensityFlag
157,AGNX,LLR,0.1536,11.48,17.963,21.563,24.063,34.763,44.663,55.063,-1.168,-0.728,-0.508,9.882,0.08226742,0.029361343,-999.0,-999.0,-999.0
158,SFX,UNC,0.0997,10.71,15.363,16.238,17.763,44.013,53.713,58.163,0.452,0.522,0.587,9.467,0.0,0.03667512,-999.0,-999.0,-999.0
159,UNCXY,sAGN,0.048,10.03,19.438,21.613,23.638,34.013,44.363,55.088,-0.583,-0.523,-0.498,9.427,0.056745596,0.021989103,-999.0,-999.0,-999.0
160,AGNXY,sAGN,0.0785,9.922,22.563,23.863,24.663,36.888,48.213,55.938,-0.208,0.257,0.262,9.102,0.0487197,0.02005524,-999.0,-999.0,-999.0
161,AGNXY,sAGN,0.0505,9.957,21.413,22.263,23.863,57.838,59.113,59.738,0.387,0.402,0.497,9.087,0.15919745,0.026825266,-999.0,-999.0,-999.0
162,UNCX,NER,0.1639,11.26,15.263,16.038,17.388,35.113,45.013,55.038,-0.158,-0.158,-0.088,9.912,0.0,0.05423969,-999.0,-999.0,-999.0
163,SFX,wAGN,0.1199,10.81,16.663,18.588,20.638,34.088,45.288,55.313,-0.388,-0.233,-0.118,9.672,0.0,0.02376183,-999.0,-999.0,-999.0
164,UNCX,NER,0.1576,10.95,15.613,17.413,20.788,34.613,44.113,54.513,-1.243,-0.588,-0.148,9.547,0.05518912,0.025606578,-999.0,-999.0,-999.0
165,AGNXY,wAGN,0.1568,11.07,21.363,23.238,24.488,35.388,46.313,56.338,0.032,0.082,0.167,9.562,0.06988573,0.021611981,-999.0,-999.0,-999.0
166,UNCX,LLR,0.1263,10.68,23.138,24.213,24.813,37.413,47.838,56.238,-2.228,-2.228,-2.068,9.402,0.0,0.018645179,-999.0,-999.0,-999.0
167,UNCX,ELR,0.124,11.14,17.638,19.713,21.813,34.538,45.313,55.538,-0.848,-0.273,0.052,9.697,0.0015676168,0.028397888,-999.0,-999.0,-999.0
168,SFX,sAGN,0.1565,10.79,16.163,18.488,21.438,34.538,45.713,55.413,0.247,0.407,0.512,9.477,0.007178429,0.018349312,-999.0,-999.0,-999.0
169,UNCX,NER,0.1859,11.16,17.113,19.613,22.213,34.738,44.638,55.138,-1.088,-0.618,-0.343,9.742,0.008657762,0.019618979,-999.0,-999.0,-999.0
170,SFXY,sAGN,0.1234,10.69,19.638,21.088,22.413,34.888,48.713,56.463,0.887,0.942,1.007,9.252,0.20921145,0.02703707,-999.0,-999.0,-999.0
171,UNCXY,sAGN,0.2574,10.94,16.338,18.463,21.663,34.338,44.163,55.638,1.302,1.302,1.302,9.347,0.014296419,0.022313442,-999.0,-999.0,-999.0
172,UNCX,LLR,0.1928,11.14,15.563,17.038,19.388,35.063,45.488,55.813,-1.278,-0.628,-0.408,9.642,0.009678333,0.017526338,-999.0,-999.0,-999.0
173,SFX,sAGN,0.1237,10.78,19.163,21.263,23.088,32.838,40.213,51.663,0.482,0.562,0.642,9.432,0.11932443,0.03564693,-999.0,-999.0,-999.0
174,UNCX,ELR,0.1208,10.65,15.763,17.488,20.063,35.363,46.263,55.213,0.367,0.442,0.507,9.392,0.021291573,0.031535603,-999.0,-999.0,-999.0
175,UNCX,NER,0.1087,10.66,15.288,15.888,17.088,35.488,45.838,54.388,0.417,0.532,0.602,9.412,0.06641667,0.031039547,-999.0,-999.0,-999.0
176,AGNX,LLR,0.2017,11.13,15.588,16.863,18.838,33.488,44.163,54.863,0.457,0.557,0.627,9.637,0.0,0.035317115,-999.0,-999.0,-999.0
177,AGNXY,sAGN,0.1046,10.51,15.413,16.463,18.213,36.288,47.513,55.913,-0.013,0.077,0.102,9.457,0.038994856,0.01803591,-999.0,-999.0,-999.0
178,NOEL,NER,0.2004,11.19,15.513,17.188,20.663,35.088,44.838,54.963,-1.298,-0.938,-0.488,9.722,0.0,0.042321347,-999.0,-999.0,-999.0
179,NOEL,NER,0.2103,10.87,15.638,17.238,19.763,35.463,45.588,55.563,-0.828,-0.333,-0.043,9.467,0.0034096325,0.029512882,-999.0,-999.0,-999.0
180,NOEL,NER,0.2356,11.3,16.138,18.888,22.288,35.013,45.188,55.388,-0.798,-0.303,-0.043,9.562,0.0022496223,0.026868792,-999.0,-999.0,-999.0
181,UNCX,LLR,0.1751,11.14,16.113,18.863,22.388,35.538,46.613,55.738,0.037,0.162,0.262,9.622,0.0,0.021727994,-999.0,-999.0,-999.0
182,SFX,wAGN,0.1267,10.61,17.513,19.188,21.213,35.588,47.688,56.388,0.037,0.112,0.182,9.477,0.012784721,0.017923545,-999.0,-999.0,-999.0
183,UNCX,LLR,0.1697,11.37,15.313,16.413,18.913,35.513,45.488,55.038,-1.583,-0.983,-0.833,9.837,0.0,0.032539625,-999.0,-999.0,-999.0
184,SFX,sAGN,0.0745,10.79,18.313,21.038,23.613,34.963,45.488,55.363,-1.273,-0.903,-0.678,9.857,0.0014329344,0.05754294,-999.0,-999.0,-999.0
185,SFXY,UNC,0.1774,10.12,16.313,18.288,20.713,45.613,53.038,58.113,0.897,0.897,0.902,9.227,0.013519393,0.01913968,-999.0,-999.0,-999.0
186,UNCXY,sAGN,0.0254,10.42,24.713,24.713,24.713,59.488,59.488,59.488,0.337,0.337,0.337,9.142,1.4538695,0.07608505,2.0,1.4,0.0
187,AGNXY,wAGN,0.1131,10.65,19.388,21.863,23.838,35.738,47.113,56.713,-0.428,-0.243,-0.118,9.402,0.051503684,0.018840548,0.0,0.0,0.0
188,UNCXY,sAGN,0.1452,10.83,19.763,21.738,23.388,38.263,49.438,56.938,0.872,0.922,0.932,9.437,0.09247708,0.015655585,2.1,1.4,0.0
189,NOEL,NER,0.2387,11.12,15.863,18.113,21.488,34.938,45.163,55.463,-0.063,0.167,0.297,9.412,0.0,0.038156595,-999.0,-999.0,-999.0
190,AGNXY,wAGN,0.1722,10.99,20.488,22.788,24.288,34.188,45.188,55.913,0.447,0.512,0.587,9.517,0.0094080325,0.027802927,5.0,2.2,0.0
191,SFX,sAGN,0.0934,10.72,22.863,22.863,23.413,58.588,58.588,58.588,0.412,0.552,0.552,9.117,0.30035743,0.020947177,2.077,1.4,0.0
192,AGNX,LLR,0.0531,10.82,19.038,21.488,23.488,32.788,40.088,50.963,-0.488,-0.458,-0.338,9.682,0.11013916,0.03994237,0.0,0.0,0.0
193,UNCX,NER,0.1098,10.9,15.888,17.888,20.763,34.988,46.588,55.563,0.142,0.337,0.412,9.552,0.0,0.04541538,4.308,2.0,0.0
194,AGNXY,sAGN,0.1053,11.26,19.863,22.238,24.113,35.638,46.413,55.513,0.312,0.407,0.477,9.682,0.08863346,0.03916945,2.0,1.4,1.0
195,UNCXY,sAGN,0.1124,10.45,23.213,24.263,24.838,40.013,50.313,57.613,0.162,0.427,0.522,9.172,0.1346861,0.021570953,0.0,0.0,1.0
196,UNCX,LLR,0.1355,11.1,23.013,24.088,24.813,48.313,55.738,59.213,0.422,0.562,0.617,9.517,0.09754344,0.02564068,4.0,2.0,0.0
197,AGNXY,sAGN,0.1358,10.9,15.113,15.913,16.988,46.638,54.938,58.188,0.457,0.517,0.567,9.637,0.00874701,0.023537474,3.0,1.7,0.0
198,UNCXY,sAGN,0.1242,10.45,16.288,18.463,21.313,36.913,47.263,55.488,0.302,0.337,0.447,9.392,0.0,0.023057107,2.0,1.4,0.0
199,SFX,wAGN,0.1801,11.12,21.663,23.563,24.588,34.813,44.288,54.438,0.402,0.502,0.602,9.657,0.07082534,0.020068808,-999.0,-999.0,-999.0
200,UNCX,ELR,0.1238,10.52,19.138,22.163,24.213,34.488,43.413,53.088,0.142,0.212,0.322,9.432,0.050312106,0.019158807,5.357,2.2,0.0
201,UNCXY,sAGN,0.1249,10.39,19.263,21.113,23.138,34.488,45.963,55.838,-0.818,-0.268,0.092,9.002,0.051509317,0.029261628,10.0,3.2,0.0
202,UNCX,NER,0.1345,11.1,16.638,19.688,23.038,34.788,45.238,55.063,-0.038,0.032,0.147,9.782,0.01708344,0.019323168,2.0,1.4,0.0
203,UNCX,NER,0.1471,11.01,15.788,17.413,19.638,35.338,46.388,55.988,-0.848,-0.598,-0.388,9.652,0.0011894703,0.011985541,1.0,1.0,0.0
204,SFX,UNC,0.1492,10.83,18.038,20.288,22.738,34.388,45.813,56.388,0.037,0.202,0.332,9.542,0.035067387,0.03146276,2.069,1.4,0.0
205,AGNX,LLR,0.125,11.21,18.288,21.488,23.938,34.038,45.088,55.663,-1.028,-0.438,-0.148,9.617,-999.0,-999.0,3.111,1.7,0.0
206,UNCXY,SF,0.0837,10.21,15.513,16.938,19.488,34.938,47.113,56.163,-0.503,-0.423,-0.333,9.397,0.026129933,0.013621544,1.4,0.0,1.414
207,UNCX,ELR,0.1182,11.22,16.288,18.938,22.263,34.588,45.063,55.538,-0.493,-0.293,-0.143,9.827,0.0,0.05057287,8.229,2.8,0.0
208,NOEL,NER,0.2278,11.15,15.288,16.188,18.163,35.838,45.913,55.313,-0.403,-0.038,0.217,9.252,0.030838788,0.016272206,-999.0,-999.0,-999.0
209,SFX,sAGN,0.1203,10.61,19.238,20.913,22.588,35.688,46.688,55.788,0.412,0.542,0.627,9.312,0.14129308,0.028003795,3.0,1.7,0.0
210,AGNX,NER,0.0529,11.09,17.588,18.463,19.213,35.938,46.363,53.163,0.477,0.522,0.547,9.542,0.35172495,0.06240461,6.0,2.4,0.0
211,AGNXY,sAGN,0.0529,10.52,17.638,18.888,20.288,57.638,58.888,59.213,-0.243,-0.238,-0.238,9.727,0.03249436,0.021592615,2.083,1.4,0.0
212,SFXY,SF,0.0544,9.757,23.063,24.463,24.588,57.713,59.538,59.613,0.337,0.392,0.422,8.972,0.11445823,0.01377249,0.0,0.0,0.0
213,AGNX,NER,0.0845,10.51,15.113,15.363,16.138,36.288,47.138,54.588,-1.178,-0.973,-0.808,9.822,0.0,0.016540492,0.0,0.0,0.0
214,NOEL,NER,0.1164,10.63,16.238,19.463,23.013,35.113,45.238,55.363,-1.523,-1.088,-0.778,9.557,0.035027236,0.016592389,0.0,0.0,0.0
215,SFX,wAGN,0.0534,11.04,18.388,19.238,20.263,39.413,47.113,55.138,0.397,0.402,0.437,9.622,0.39623505,0.062513694,2.4,0.0,3.346
216,UNCX,ELR,0.0775,11.09,16.988,18.288,19.263,35.563,47.488,56.313,0.092,0.137,0.207,9.717,0.05333293,0.03271877,2.0,1.4,0.0
217,UNCXY,sAGN,0.1251,10.9,15.288,15.788,16.988,39.438,50.488,56.188,0.537,0.592,0.667,9.507,0.07130388,0.020459395,3.333,1.7,0.0
218,AGNX,LLR,0.0503,10.59,16.088,18.813,22.263,34.888,45.288,55.538,-1.863,-1.498,-1.173,9.847,0.026869942,0.01841443,18.0,4.2,0.0
219,AGNX,LLR,0.1009,10.81,16.188,18.913,21.638,35.288,46.588,56.063,-1.348,-0.878,-0.658,9.672,0.016659386,0.0225366,0.0,0.0,0.0
220,NOEL,NER,0.1228,10.97,16.263,19.038,22.488,35.213,45.238,55.413,-1.598,-1.183,-0.808,9.747,0.024090372,0.024936955,0.0,0.0,0.0
221,UNCX,UNC,0.2014,11.16,15.988,17.913,20.688,34.263,44.988,55.138,0.337,0.427,0.482,9.627,0.030865004,0.027291143,-999.0,-999.0,-999.0
222,SFXY,SF,0.1203,10.4,22.263,23.713,24.663,50.063,56.263,58.788,0.567,0.622,0.672,9.132,0.06268682,0.019385919,0.0,0.0,0.0
223,SFX,sAGN,0.1477,11.16,15.338,15.988,16.938,35.263,45.963,55.688,-0.383,-0.083,0.072,9.537,0.027278489,0.013818919,6.0,2.4,0.0
224,UNCX,ELR,0.0503,10.75,16.263,17.363,18.738,34.288,45.088,55.413,-0.958,-0.753,-0.673,9.697,0.17268105,0.0502168,1.067,1.0,0.0
225,UNCX,ELR,0.1504,11.34,19.513,21.838,23.763,36.838,48.938,57.613,0.057,0.117,0.302,9.642,0.05866198,0.022564096,4.267,2.0,0.0
226,AGNXY,sAGN,0.0475,9.912,17.438,20.238,23.088,34.488,44.763,55.188,-1.238,-0.553,-0.173,9.467,0.12632693,0.122834034,1.0,1.0,0.0
227,NOEL,LLR,0.2671,11.51,15.238,16.063,17.863,35.113,44.963,54.838,-0.403,-0.133,0.062,9.767,0.008214651,0.0124537265,-999.0,-999.0,-999.0
228,NOEL,NER,0.1187,10.32,16.863,19.813,22.963,33.638,43.963,55.138,0.097,0.192,0.282,9.437,0.0,0.019365786,4.0,2.0,0.0
229,SFX,wAGN,0.1289,10.68,15.213,15.938,17.838,35.688,47.163,56.188,-0.508,-0.278,-0.143,9.482,0.03517522,0.027641863,1.0,1.0,0.0
230,AGNXY,wAGN,0.1211,10.59,15.638,17.038,19.213,41.088,53.538,58.463,0.347,0.437,0.512,9.437,0.042135224,0.026673973,3.462,1.7,0.0
231,UNCX,NER,0.1232,10.98,16.413,18.363,21.013,33.688,43.188,54.038,-0.813,-0.603,-0.448,9.757,0.05029884,0.02927969,4.0,2.0,0.0
232,UNCXY,sAGN,0.1225,10.86,20.463,21.788,23.238,37.613,51.213,57.938,-1.013,0.072,0.522,9.372,0.039160587,0.024409918,1.043,1.0,0.0
233,UNCX,ELR,0.1269,10.83,15.888,17.613,19.713,36.288,48.988,56.863,0.017,0.117,0.197,9.652,0.0,0.024308722,1.0,1.0,0.0
234,NOEL,NER,0.2786,11.33,15.313,16.363,18.813,35.538,46.688,55.638,0.107,0.282,0.447,9.607,0.0,0.021363452,-999.0,-999.0,-999.0
235,AGNX,LLR,0.0795,11.01,15.938,18.213,20.963,35.988,47.238,55.538,-0.098,-0.053,0.052,9.762,0.04221684,0.028419433,0.0,0.0,0.0
236,AGNXY,sAGN,0.086,10.67,16.963,18.213,19.338,36.788,45.913,54.238,0.052,0.227,0.302,9.382,0.10936729,0.024214543,3.143,1.7,0.0
237,SFX,UNC,0.1675,11.07,18.813,21.813,23.963,34.038,44.013,54.963,-0.613,-0.258,0.002,9.462,0.059244946,0.029476497,0.0,0.0,0.0
238,AGNXY,sAGN,0.1382,10.87,21.288,23.438,24.613,36.188,48.438,56.713,0.257,0.357,0.462,9.512,0.1024657,0.029028557,3.0,1.7,0.0
239,UNCXY,sAGN,0.079,10.42,19.513,19.513,19.513,59.713,59.713,59.713,0.992,0.992,0.992,9.392,0.4496675,0.030026685,2.118,1.4,0.0
240,AGNXY,sAGN,0.1583,10.91,18.488,21.663,23.963,34.388,45.188,55.088,0.827,0.932,0.997,9.392,0.09324439,0.04538454,2.0,1.4,0.0
241,SFX,wAGN,0.1292,10.45,16.613,19.513,22.838,34.138,43.838,54.088,0.197,0.292,0.382,9.417,0.027881233,0.028042343,2.0,1.4,0.0
242,UNCX,NER,0.3167,11.43,15.438,16.263,18.088,33.888,43.663,54.288,-0.798,-0.318,-0.008,9.687,0.012955653,0.017418986,-999.0,-999.0,-999.0
243,AGNXY,sAGN,0.1031,10.7,22.963,24.288,24.738,34.938,43.313,55.738,-0.333,-0.188,-0.073,9.467,0.11894368,0.01937092,1.0,1.0,0.0
244,AGNX,LLR,0.1264,11.21,18.338,21.388,23.763,35.238,45.788,55.188,-0.023,0.082,0.212,9.682,0.070774,0.03140819,4.615,2.0,0.0
245,UNCX,NER,0.1335,11.02,15.988,17.963,20.963,34.613,44.838,55.338,-0.388,-0.298,-0.193,9.862,0.026778404,0.021457685,19.0,4.4,0.0
246,NOEL,NER,0.1153,10.59,15.363,16.663,19.463,35.363,45.663,55.413,-0.908,-0.658,-0.503,9.667,0.01501167,0.025128447,0.0,0.0,0.0
247,AGNX,LLR,0.1453,10.94,15.488,16.938,19.588,35.488,45.663,55.513,-0.973,-0.723,-0.533,9.642,0.0,0.019239226,1.059,1.0,0.0
248,UNCXY,sAGN,0.13,10.71,21.438,22.463,23.388,43.263,54.163,58.613,-0.133,0.787,0.842,9.297,0.121844806,0.010207399,9.6,3.0,0.0
249,AGNXY,ELR,0.3066,11.38,18.138,21.213,23.688,34.313,44.438,55.113,-0.158,0.117,0.322,9.697,0.0,0.015123718,-999.0,-999.0,-999.0
250,SFXY,SF,0.0524,9.452,19.363,19.363,19.613,58.513,58.513,58.513,0.737,0.817,0.842,8.507,0.2593172,0.015670918,-999.0,-999.0,-999.0
251,SFX,sAGN,0.1398,10.81,17.713,20.363,22.863,35.338,45.338,54.363,0.327,0.397,0.452,9.527,0.04428762,0.021119349,8.571,2.8,0.0
252,AGNX,LLR,0.0816,10.84,19.588,22.713,24.363,34.413,43.538,53.413,-0.383,-0.288,-0.208,9.712,0.08051402,0.03345068,2.133,1.4,0.0
253,AGNX,LLR,0.1308,11.28,19.688,22.288,24.338,35.363,45.463,55.388,-1.368,-0.698,-0.453,9.907,0.049968123,0.032511745,1.0,1.0,0.0
254,UNCXY,SF,0.0351,9.247,17.988,20.888,23.363,46.638,55.163,58.963,-0.428,-0.423,-0.403,8.892,0.04603179,0.024174131,0.0,0.0,0.0
255,AGNX,NER,0.1316,10.83,15.738,17.238,19.463,35.563,45.788,55.613,-2.023,-1.378,-0.473,9.712,0.02025086,0.017532302,9.0,3.0,0.0
256,SFX,wAGN,0.1081,10.41,16.913,19.813,22.613,33.963,43.238,54.113,-0.248,-0.153,-0.063,9.482,0.040906563,0.011223329,5.0,2.2,0.0
257,UNCXY,sAGN,0.1085,10.3,22.113,22.813,24.113,40.863,54.038,57.413,0.867,0.927,1.042,8.722,0.012870192,0.25423127,2.0,0.0,0.889
258,UNCXY,sAGN,0.0831,10.16,15.663,16.238,17.363,46.363,54.838,58.713,0.267,0.382,0.417,9.257,0.08464918,0.013448501,4.235,2.0,0.0
259,AGNX,LLR,0.1315,11.21,17.513,19.463,21.563,34.263,44.488,54.913,0.372,0.477,0.482,9.732,0.04274367,0.02276024,2.074,1.4,0.0
260,SFX,sAGN,0.1307,10.84,15.438,16.738,18.813,35.263,45.638,54.188,0.182,0.267,0.337,9.572,0.018523041,0.023188744,0.0,0.0,0.0
261,UNCX,NER,0.1646,11.01,15.163,15.763,17.438,35.613,46.138,55.463,-0.248,-0.123,-0.038,9.777,0.016821714,0.021272743,15.0,3.9,0.0
262,SFX,wAGN,0.1312,10.74,19.113,21.763,23.638,35.313,45.063,55.613,-0.198,0.037,0.192,9.487,0.050913736,0.018095361,6.214,2.4,0.0
263,AGNX,LLR,0.1257,10.96,16.588,19.438,22.813,34.438,44.763,55.213,-1.578,-0.983,-0.703,9.817,0.01243088,0.022188693,10.0,3.2,0.0
264,UNCX,ELR,0.1288,11.05,19.913,22.138,23.838,34.063,42.638,52.688,-0.673,-0.233,0.042,9.627,0.063289285,0.018091138,8.571,2.8,0.0
265,UNCX,NER,0.0848,10.17,15.688,17.113,19.488,34.938,44.988,54.913,-0.623,-0.613,-0.453,9.532,0.0,0.022643046,1.0,1.0,0.0
266,UNCX,LLR,0.0297,10.54,15.538,16.463,18.388,33.488,43.638,53.913,-1.148,-0.988,-0.988,9.742,0.0,0.063684694,1.0,1.0,0.0
267,AGNX,LLR,0.1054,10.8,17.888,21.438,23.938,34.088,43.488,53.813,-0.553,-0.368,-0.278,9.697,0.031164946,0.018716983,1.067,1.0,0.0
268,UNCX,LLR,0.1294,11.41,19.113,21.413,23.763,35.063,45.588,55.813,0.012,0.152,0.222,9.812,0.09567416,0.02742186,0.0,0.0,0.0
269,UNCX,LLR,0.0543,10.8,18.488,21.113,23.513,34.863,44.863,54.863,-1.328,-0.943,-0.858,9.727,0.0,0.025537793,14.933,3.7,0.0
270,AGNX,LLR,0.1033,10.75,15.138,15.413,16.338,38.913,51.488,57.113,-0.293,-0.188,-0.103,9.692,0.0,0.016967108,1.071,1.0,0.0
271,AGNX,LLR,0.0782,10.74,15.513,16.463,17.938,32.938,40.138,50.763,0.237,0.317,0.382,9.557,0.06991473,0.03306144,4.286,2.0,0.0
272,UNCX,ELR,0.0787,10.65,17.613,21.163,23.513,35.688,45.663,54.288,-0.343,-0.288,-0.203,9.772,0.0,0.032325845,1.067,1.0,0.0
273,UNCXY,sAGN,0.0785,10.45,19.938,22.238,23.988,37.638,50.513,57.688,-0.968,-0.118,-0.023,9.517,0.03450941,0.021599378,3.2,1.7,0.0
274,SFX,sAGN,0.1284,10.88,15.888,17.138,18.463,39.413,50.813,56.863,0.632,0.667,0.727,9.447,0.036799546,0.020055702,7.0,2.6,0.0
275,AGNX,LLR,0.1376,10.69,16.063,18.538,21.763,34.488,44.263,54.813,-0.653,-0.458,-0.298,9.682,0.01807791,0.016190436,3.13,1.7,0.0
276,AGNX,LLR,0.1234,10.54,18.463,21.863,23.938,33.688,42.238,52.488,0.042,0.137,0.212,9.552,0.057398822,0.015055924,0.0,0.0,0.0
277,AGNXY,sAGN,0.1327,10.74,24.563,24.788,24.863,47.013,52.188,57.663,0.522,0.607,0.717,9.182,0.18931396,0.021076182,1.0,1.0,0.0
278,UNCXY,sAGN,0.104,10.59,17.738,20.038,22.438,50.838,56.838,59.338,0.537,0.657,0.762,9.272,0.041699324,0.021753753,4.0,2.0,0.0
279,UNCX,NER,0.129,10.63,15.588,17.038,19.313,35.038,46.038,55.338,0.332,0.387,0.492,9.387,0.02192368,0.024468144,0.0,0.0,0.0
280,UNCX,ELR,0.1482,11.19,18.688,21.663,23.838,33.488,41.938,51.913,-0.413,-0.158,0.007,9.692,0.07326101,0.029844573,5.0,2.2,0.0
281,AGNXY,sAGN,0.1379,10.64,24.463,24.688,24.913,51.313,54.888,57.488,0.762,0.877,0.877,9.102,0.15993594,0.017760132,23.048,4.7,0.0
282,SFX,sAGN,0.1375,10.68,19.788,22.688,24.363,35.863,46.288,55.163,0.117,0.202,0.262,9.517,0.04138085,0.015663294,3.125,1.7,0.0
283,NOEL,LLR,0.2162,11.59,15.113,15.313,16.013,35.813,45.313,54.688,-0.403,-0.103,0.022,9.807,0.017131416,0.021191118,-999.0,-999.0,-999.0
284,NOEL,LLR,0.1345,10.74,18.013,19.888,21.363,33.888,44.713,54.513,-1.283,-0.593,-0.333,9.517,0.05780533,0.020051442,2.143,1.4,0.0
285,UNCXY,sAGN,0.2107,10.34,19.263,22.063,23.688,47.563,55.538,58.938,1.412,1.412,1.552,8.542,0.08881268,0.0132954465,-999.0,-999.0,-999.0
286,AGNXY,sAGN,0.1344,10.38,20.513,22.613,24.213,41.588,52.638,58.238,0.242,0.332,0.407,9.192,0.043128155,0.015144339,1.074,1.0,0.0
287,UNCX,UNC,0.0822,10.52,21.063,23.113,24.488,35.763,48.163,57.138,-0.248,-0.158,-0.083,9.342,0.06099141,0.022159873,0.0,0.0,0.0
288,UNCX,ELR,0.0826,11.32,16.888,17.913,18.763,37.088,48.213,54.938,0.377,0.502,0.552,9.707,0.084969014,0.037921324,1.0,1.0,0.0
289,SFX,sAGN,0.0783,10.31,15.763,18.088,23.338,34.238,44.338,55.113,-1.303,-1.178,-0.803,9.557,0.044182032,0.015434651,4.148,2.0,0.0
290,UNCX,ELR,0.1156,10.72,19.413,21.538,23.388,35.363,45.988,55.663,-0.573,-0.368,-0.258,9.677,0.03656581,0.012361179,2.133,1.4,0.0
291,AGNX,LLR,0.1167,10.9,15.638,17.563,20.863,34.838,45.088,55.413,-1.368,-1.033,-0.718,9.752,0.0,0.023543041,3.0,1.7,0.0
292,AGNX,LLR,0.0332,10.99,20.913,23.138,24.288,33.388,43.263,54.938,-1.353,-0.793,-0.658,9.752,0.3681033,0.09194664,3.214,1.7,0.0
293,AGNXY,sAGN,0.1194,11.11,24.538,24.538,24.538,57.913,57.913,57.913,0.567,0.577,0.597,9.687,0.08405119,0.02321408,4.0,2.0,0.0
294,AGNX,LLR,0.0266,10.82,15.238,15.863,17.088,34.713,44.363,54.288,-1.348,-0.708,-0.338,9.772,0.1781393,0.25881135,1.0,0.0,-999.9
295,AGNXY,ELR,0.0432,11.08,17.063,18.738,20.863,34.138,42.513,51.788,-0.053,0.057,0.082,9.832,0.14805308,0.08342911,2.0,1.4,0.0
296,NOEL,LLR,0.1121,10.47,16.738,20.138,23.163,35.113,46.588,56.388,-0.538,-0.283,-0.093,9.527,0.0344286,0.01944585,0.0,0.0,0.741
297,UNCX,ELR,0.083,10.37,22.788,23.988,24.688,36.813,50.713,58.563,-1.338,-0.513,-0.443,9.152,0.1413636,0.0204128,1.0,1.0,0.0
298,AGNX,NER,0.1378,10.85,15.663,16.863,18.613,36.163,47.738,56.188,0.317,0.402,0.462,9.442,0.054084618,0.02806655,0.0,0.0,0.0
299,AGNX,LLR,0.1415,10.83,15.613,17.363,20.588,34.613,45.588,55.463,-0.483,-0.123,0.077,9.627,0.021893265,0.0322251,0.0,0.0,0.0
300,NOEL,LLR,0.0828,10.43,15.813,17.713,20.563,34.588,45.788,55.563,-0.798,-0.568,-0.488,9.612,0.010421479,0.028954145,0.0,0.0,0.0
301,UNCX,NER,0.1477,10.98,15.538,17.163,20.188,33.563,43.888,54.613,0.217,0.287,0.357,9.677,0.027377456,0.030159516,7.0,2.6,0.0
302,AGNX,LLR,0.1023,10.58,18.438,21.763,24.038,33.638,42.388,53.138,-0.498,-0.273,-0.123,9.637,0.052966654,0.023475857,1.0,1.0,0.0
303,AGNXY,UNC,0.1989,10.96,15.713,17.463,20.588,34.963,46.113,55.413,0.457,0.497,0.642,9.542,0.0,0.014753175,-999.0,-999.0,-999.0
304,AGNXY,ELR,0.1418,11.22,18.438,21.738,24.063,35.938,47.113,56.013,0.087,0.227,0.272,9.717,0.015164019,0.02078282,3.231,1.7,0.0
305,NOEL,NER,0.1789,11.1,15.563,17.388,20.438,35.238,44.838,54.863,-1.438,-0.923,-0.518,9.732,0.028641032,0.01605118,0.0,0.0,0.0
306,UNCXY,sAGN,0.1411,10.93,19.913,23.288,24.638,34.088,47.788,57.813,0.147,0.207,0.442,9.477,0.044933256,0.016426113,5.0,2.2,0.0
307,UNCX,NER,0.179,11.03,16.063,18.613,22.213,34.813,45.013,55.313,-0.788,-0.533,-0.293,9.757,0.0,0.021493563,9.0,3.0,0.0
308,AGNX,LLR,0.1691,11.28,15.138,15.613,16.513,36.488,47.013,55.488,-1.218,-0.673,-0.328,9.817,0.0,0.016504215,3.0,1.7,0.0
309,AGNX,LLR,0.029,10.24,21.363,22.938,24.113,33.913,41.038,52.363,-0.833,-0.783,-0.758,9.657,0.1286403,0.03207077,1.0,1.0,0.0
310,SFX,UNC,0.1712,10.97,16.638,18.788,21.363,35.063,46.413,55.688,0.272,0.442,0.552,9.542,0.01873322,0.021920878,0.0,0.0,0.0
311,UNCX,NER,0.1199,11.15,15.088,15.288,16.038,35.938,47.238,55.013,-1.233,-0.728,-0.488,9.732,0.0,0.04245141,0.0,0.0,0.0
312,AGNX,LLR,0.1716,10.69,15.163,15.563,16.813,36.188,46.313,54.863,-1.228,-0.433,-0.433,9.387,0.0,0.018785711,1.0,1.0,0.0
313,AGNXY,sAGN,0.2964,10.97,15.363,16.138,17.588,36.563,48.213,57.663,1.332,1.332,1.332,9.347,0.0007918518,0.016083075,-999.0,-999.0,-999.0
314,UNCX,ELR,0.1374,10.87,16.188,18.813,22.238,34.063,43.463,53.513,-0.008,0.152,0.242,9.637,0.02764172,0.023739913,2.111,1.4,0.0
315,UNCXY,sAGN,0.0956,10.18,16.463,19.188,22.463,35.313,47.163,56.288,0.047,0.117,0.207,9.397,0.026548008,0.024684042,1.0,1.0,0.0
316,SFXY,SF,0.0804,10.31,23.463,23.463,23.463,59.988,59.988,59.988,0.732,0.737,0.737,9.142,0.12206927,0.018146744,0.0,0.0,0.0
